,title,artist,number,duration,t_eps,href,status
0,your_mother_should_know,the_beatles,905,02:30,0.0,nan,Downloaded
1,baby_youre_a_rich_man,the_beatles,910,03:04,0.0,nan,Downloaded
2,flying,the_beatles,903,02:17,0.0,nan,Downloaded
3,hello_goodbye,the_beatles,907,03:31,0.0,nan,Downloaded
4,i_am_the_walrus,the_beatles,906,04:37,0.0,nan,Downloaded
5,blue_jay_way,the_beatles,904,03:57,0.0,nan,Downloaded
6,all_you_need_is_love,the_beatles,911,03:48,0.0,nan,Downloaded
7,magical_mystery_tour,the_beatles,901,02:52,0.0,nan,Downloaded
8,the_fool_on_the_hill,the_beatles,902,03:00,0.0,nan,Downloaded
9,penny_lane,the_beatles,909,03:03,0.0,nan,Downloaded
10,strawberry_fields_forever,the_beatles,908,04:11,0.0,nan,Downloaded
11,here_there_and_everywhere,the_beatles,705,02:26,0.0,nan,Downloaded
12,love_you_to,the_beatles,704,03:01,0.0,nan,Downloaded
13,she_said_she_said,the_beatles,707,02:37,0.0,nan,Downloaded
14,yellow_submarine,the_beatles,706,02:40,0.0,nan,Downloaded
15,doctor_robert,the_beatles,711,02:15,0.0,nan,Downloaded
16,got_to_get_you_into_my_life,the_beatles,713,02:31,0.0,nan,Downloaded
17,taxman,the_beatles,701,02:39,0.0,nan,Downloaded
18,i_want_to_tell_you,the_beatles,712,02:30,0.0,nan,Downloaded
19,tomorrow_never_knows,the_beatles,714,02:57,0.0,nan,Downloaded
20,good_day_sunshine,the_beatles,708,02:10,0.0,nan,Downloaded
21,im_only_sleeping,the_beatles,703,03:02,0.0,nan,Downloaded
22,for_no_one,the_beatles,710,02:02,0.0,nan,Downloaded
23,eleanor_rigby,the_beatles,702,02:08,0.0,nan,Downloaded
24,and_your_bird_can_sing,the_beatles,709,02:02,0.0,nan,Downloaded
25,the_long_and_winding_road,the_beatles,1210,03:38,0.0,nan,Downloaded
26,get_back,the_beatles,1212,03:07,0.0,nan,Downloaded
27,ive_got_a_feeling,the_beatles,1208,03:38,0.0,nan,Downloaded
28,dig_it,the_beatles,1205,00:50,0.0,nan,Downloaded
29,i_me_mine,the_beatles,1204,02:26,0.0,nan,Downloaded
30,across_the_universe,the_beatles,1203,03:49,0.0,nan,Downloaded
31,dig_a_pony,the_beatles,1202,03:55,0.0,nan,Downloaded
32,two_of_us,the_beatles,1201,03:37,0.0,nan,Downloaded
33,for_you_blue,the_beatles,1211,02:33,-1.0,nan,Downloaded
34,one_after_909,the_beatles,1209,02:56,0.0,nan,Downloaded
35,maggie_mae,the_beatles,1207,00:41,0.0,nan,Downloaded
36,let_it_be,the_beatles,1206,04:03,0.0,nan,Downloaded
37,glass_onion,the_beatles,10103,02:18,0.0,nan,Downloaded
38,happiness_is_a_warm_gun,the_beatles,10108,02:43,0.0,nan,Downloaded
39,black_bird,the_beatles,10111,02:18,0.0,nan,Downloaded
40,why_dont_we_do_it_in_the_road,the_beatles,10115,01:41,0.0,nan,Downloaded
41,dont_pass_me_by,the_beatles,10114,03:50,0.0,nan,Downloaded
42,while_my_guitar_gently_weeps,the_beatles,10107,04:45,0.0,nan,Downloaded
43,piggies,the_beatles,10112,02:04,0.0,nan,Downloaded
44,martha_my_dear,the_beatles,10109,02:29,0.0,nan,Downloaded
45,i_will,the_beatles,10116,01:46,0.0,nan,Downloaded
46,rocky_raccoon,the_beatles,10113,03:33,0.0,nan,Downloaded
